34159,20443,18689,20283,20937
20841,19699,28115,29914,23913
32453,16540,35635,64795,9954
21028,10265,20947,40067,72325
8960,38940,57254,38301,78377
33933,9886,38626,21816,47752
9856,9708,40087,41115,21855
35268,41810,34888,22107,5660
32457,9929,18782,41479,24302
33934,35544,22242,32678,68319
20837,61946,32680,21855,9954
44471,19199,34800,22906,47986
20937,20925,20947,32690,20921
2015,20810,20061,87454,20078
17253,17380,34616,62066,38063
21095,27657,4370,84364,79079
2135,1191,19173,33339,36292
19173,33339,14721,36292,20837
10198,2018,45866,34997,9285
15305,17447,27175,17447,18202
22497,19892,18276,26729,63199
2296,1772,22377,13588,27175
2890,2015,2890,19155,11853
10694,17380,22242,50127,17746
17380,2427,34060,53245,14740
2015,18764,18243,84665,20115
10694,2365,17866,18820,22151
14411,25995,27107,26616,10868
36465,89462,19722,28700,24344
2029,1734,40269,18841,59981
1772,2029,22345,19706,62982
30888,17892,24583,67492,13330
2018,7109,17498,36505,32988
15138,1772,32983,16451,17892
23296,2018,22625,40420,12281
1734,2029,38637,61629,69540
3107,101520,33943,38748,41140
2015,2763,59854,63180,36214
2018,1734,84560,27347,23216
10694,2251,68194,87975,56553
26350,17710,17356,18404,35978
7109,2427,60315,22217,73829
2214,104130,34162,33204,19865
1734,37218,28707,33907,33681
90398,17819,18076,36377,20362
2018,17253,32686,41207,17598
22497,30309,49520,29158,23355
17253,15305,19891,2371,19995
42311,2274,14203,26784,19971
17819,90398,18207,32534,13321
2018,2427,13374,34525,39918
15305,27664,17414,2436,28696
17380,2365,68194,17424,32699
27664,30309,41083,33587,59203
17380,17819,42256,42311,20600
40433,101998,32691,20605,47561
30417,21606,22264,30500,18087
30417,2296,28207,20389,14842
43837,24403,49951,75370,29592
21926,21606,48837,33943,10616
17476,58177,42089,38637,50545
2880,22070,20605,34998,47561
17892,86489,26188,48075,86557
18372,35026,18357,19341,9861
21926,2034,86563,86501,86557
19478,17270,20252,48909,16514
17253,2427,42114,17811,15342
46423,2251,21836,42241,22980
1457,100110,86557,17737,35627
2108,2092,23769,32722,58667
2092,22258,30946,75319,40087
2108,30529,77933,29898,86489
2233,21926,31805,29054,22258
16814,27385,22309,37110,32679
17762,42253,15631,17020,18830
2233,1467,26330,35011,14842
2108,1457,31153,20660,78854
22258,30529,12672,33065,29076
2296,30529,86489,86557,86580
2221,2034,18870,86489,86557
30417,2034,78110,17511,22258
2221,14842,22761,13213,18271
14842,2221,28937,86489,77933
17380,88993,47752,52974,13812
30529,1467,25906,86489,86557
14842,2300,31850,86489,78854
2092,30417,14842,25224,89928
30417,1467,26027,86489,86557
14842,30529,87521,86489,17369
2092,2296,86489,17979,86557
22258,2296,14873,86489,40301
2233,2300,24206,12839,29076
2300,21926,38685,21673,29200
1551,16915,57254,38301,66783
21926,30417,17971,35979,86489
76792,38198,33116,74334,38198
19414,43375,9260,34330,32739
2300,30417,9859,22652,67502
14842,2221,86557,86489,86501
2108,2300,25995,31503,29688
21414,10814,86975,20947,20925
2034,22258,20562,86501,14842
55716,11423,38198,74334,12188
2216,35528,45618,57580,54888
18704,30173,22063,61515,58119
17866,20618,18425,20389,22151
35741,17533,36882,38162,41365
55716,2129,21414,38198,35114
30529,14842,86905,19467,86489
23212,21794,40752,39034,42314
2034,14842,23355,18861,13883
87317,23486,45618,57580,71981
2233,2296,86501,78854,14842
14842,1467,14460,21370,25995
2092,21606,31210,72796,22258
1467,2092,2897,31095,23355
46585,3449,33907,33492,25694
23460,2092,19626,56754,33926
45618,12681,45618,57580,22488
1734,17253,39179,19634,25858
1467,21606,23355,35913,14601
30417,2233,2947,29076,14628
20695,33739,73087,33984,20695
2233,1457,14430,29076,78854
10143,21887,31128,26229,31343
2108,2034,21434,37975,19749
30417,1467,31057,86489,86557
22454,24302,36705,59771,34493
18772,38301,57254,18474,66972
62063,29387,30156,20947,20921
17253,10509,86792,64442,56553
9197,18723,21594,35080,18121
9856,32988,17460,37454,18897
18583,28902,32102,2368,17648
58379,88209,20937,20283,17973
19845,2718,59645,33430,17847
2018,2427,42311,20600,49462
14842,2296,17563,66892,78110
2251,7109,8885,20006,21341
2407,2875,76062,19739,70863
19606,55023,18124,34941,59168
34153,2262,66154,20937,17726
34159,16021,28990,59168,20283
20274,58379,20937,34159,23452
31099,1665,31099,36882,38162
10198,2048,17378,39700,38637
63196,34159,20937,34159,20283
2092,30529,13588,38344,25409
2912,26930,42568,18116,2846
2221,2092,20920,86526,31061
30529,2034,86489,86557,86580
20274,35115,59168,33445,75876
2034,30417,22013,78854,86489
25298,58379,20937,20283,34159
29270,2365,33641,36446,29270
22601,11520,34159,44726,28700
70347,62077,20211,19958,20937
20283,33739,20937,1620,20283
22359,34997,45866,2394,9285
58379,55023,34159,20937,17676
1734,88993,19891,15330,20431
7109,11854,48001,19352,46935
55023,18723,33918,2339,20283
55023,4126,2338,20937,44398
26387,48862,28990,30145,34831
2018,7109,32542,42241,67328
101041,17548,64397,24097,60804
67738,22916,32614,29187,46676
2250,33314,58717,32543,62753
22036,21645,32096,18030,16004
2621,29853,31128,17789,22136
10428,12123,34374,22672,22713
2251,7109,14693,1772,11755
22338,21504,32102,2270,19223
90398,15585,19891,19995,28606
58379,19897,20937,20283,17845
7109,17819,43100,26768,18116
2774,38824,81456,19125,28800
18516,20076,17520,2650,10213
35115,12031,58745,20937,34159
7712,33487,21720,8736,7401
2380,34997,38332,22359,59319
18478,34997,22359,17743,2393
10694,37218,32685,32427,37215
35474,34342,24344,20704,18054
2245,38901,44398,5097,6962
2505,404,4578,23206,21885
2015,1734,48001,15124,46935
23508,31772,17743,22359,20834
18474,89159,33311,30493,88143
2300,42023,20920,57670,86526
17793,22264,12188,12463,16638
2194,2415,88143,29564,32543
2194,2414,30118,29564,53534
18079,48001,18309,36764,27050
18440,30724,18991,30493,16629
53096,2621,53096,41659,57420
90398,37218,17459,19078,10335
22601,57670,38794,21720,37532
2643,2488,40672,68242,26515
20937,17582,20283,34159,20896
2427,27244,27244,29276,27217
56307,55952,58564,17892,56236
48862,32140,73208,38818,2640
60755,29541,20873,32543,70657
61855,23927,18440,62155,32977
2507,2460,18440,32977,2462
2507,2460,18440,32977,53534
12001,35522,32537,20605,32691
14184,60315,67885,14861,2545
19127,18723,19469,33790,2262
2296,2891,45342,77091,3034
53534,33454,2476,2475,22309
36762,39338,53534,33454,65108
23864,53096,53534,2408,69626
53534,80202,33454,2476,2474
2248,33311,21977,30493,18991
68525,51746,32543,68560,40080
9860,34723,49951,26232,17596
39404,43935,14694,14497,14493
2767,2911,69148,48830,1622
2682,2803,16100,18312,14288
1734,2407,33511,66534,33496
2792,2488,2406,404,4578
32486,33603,13140,68194,4139
20631,20560,33474,17648,33256
22223,55023,20283,20937,17724
23864,53096,46634,52908,32106
23864,53096,41659,32543,2408
2251,90398,33312,2408,18339
32084,39449,32106,77306,51991
82058,23898,32096,18030,16004
24542,21794,77063,33457,51640
25594,31772,51155,34341,20061
2213,2682,28707,33681,33907
11342,83603,21720,39389,57370
45709,21304,17424,61533,53567
2392,34334,32096,18030,16004
104215,22787,2460,62155,34330
2251,2427,47752,26155,52974
17253,101998,57254,38301,66972
88147,3107,69626,57420,41659
29753,21364,59853,2576,28986
68967,22259,21695,65163,26201
29301,20161,28986,65038,33218
42790,18208,39926,35737,81399
2185,2129,21977,53324,33458
41376,88485,34342,24344,20704
33880,33880,33943,48923,41140
51746,54875,47561,20605,32537
33314,30722,22011,58717,62753
17912,37046,32535,18067,35552
19739,17336,32081,2545,33256
20707,36469,28986,33256,33218
2250,30722,53323,33314,53534
22223,4126,20937,20283,34159
1661,21895,39922,34567,17365
37046,26866,44854,81965,25912
2340,30145,34831,2340,28990
24227,2660,21134,25479,21628
342,17906,72371,20925,20947
19473,74740,33256,18659,33218
40295,75157,32817,59633,39364
34341,20061,19872,74697,14304
50009,50008,33938,68939,30488
43790,26243,39349,26243,20519
23307,17323,32543,31028,70659
1661,18208,17582,39977,17997
2900,53096,69626,57420,56535
2875,2407,18079,18309,36764
56419,61020,48320,77445,54824
21415,20242,33496,84894,66534
47309,33938,33938,58737,26908
20560,29845,33496,28986,33256
35645,2340,78844,35702,2446
10147,22740,21836,19674,69373
55023,58379,20937,20283,19167
15305,37218,17356,16411,19342
38637,59963,34414,53534,14873
30310,23500,31189,30310,49520
39364,3843,23216,38170,18516
21364,20161,28986,33194,36469
46049,82058,21720,16004,22371
42790,28357,19840,35906,32902
10649,66746,67128,51008,18042
28357,18208,32917,33612,41192
29301,17427,70781,31784,80388
2792,43478,35713,26724,2701
32535,30493,35552,80049,88143
29753,29437,2677,31138,30130
8242,20161,31138,2676,17757
45865,2135,18545,45023,70781
2429,19015,37223,22242,22394
21895,342,20389,22151,18820
37747,22178,49976,26387,20502
19891,81965,15026,43214,14995
2951,35622,14867,13865,19182
2365,1772,69148,48830,2487
29845,18182,22325,22371,28986
29097,29845,18464,32796,33612
18313,8242,19870,35713,28986
33612,17746,17495,22242,18841
20105,2873,14497,14493,39716
17427,8242,28986,20405,33238
2683,2643,29483,20389,22151
19086,20560,62857,19588,18243
31755,26675,28875,18197,46207
2792,2296,54991,39889,61430
2407,2875,35524,26703,76760
18313,29753,20434,20065,2800
65420,82660,20834,20873,70657
83603,22900,22371,17950,37028
20274,20283,20937,34159,17842
46319,20105,20364,48001,18282
2488,2803,36808,63036,12779
16021,70347,34159,59854,20937
74740,100887,17647,29089,33478
30529,2034,14603,31273,2878
48390,40927,20937,14918,34544
33398,2708,33398,7248,46363
38658,46363,59162,31058,62616
32788,22668,19156,18969,70781
2722,2296,54991,39889,61430
21364,20560,33256,33218,28986
2803,2296,13588,38344,25409
62857,32791,36469,28986,33256
2792,2673,26724,35713,2701
70347,35115,20937,20283,34159
8242,2237,17995,18741,32808
2237,20560,62852,22980,20704
2792,2682,15424,38916,26831
2718,2664,47482,51008,10649
29089,19086,69148,36469,18658
1465,35115,34159,42092,20937
1467,21606,86557,17737,86489
21926,2300,86905,19467,86489
20064,20695,1776,3177,2432
20489,49821,49821,49520,2877
20115,18837,36299,20433,42894
29270,2638,18124,19872,31559
34159,19166,20937,20598,20283
2158,45865,75370,49951,37500
2643,27870,20362,65364,20802
70347,4126,42792,20937,34159
29097,20161,22371,19464,34883
18723,4126,42568,18116,34159
18313,100887,22687,33612,62857
15768,22488,39263,64826,36655
11719,34683,54671,18331,32166
17749,13099,18241,14282,29544
2237,20560,33218,28986,60432
1467,30529,26027,86489,86557
32351,1222,27827,18439,26705
17427,29753,16732,28986,33256
29528,46831,87975,56553,68939
2912,23084,46745,32117,22402
30238,32341,2891,21171,18502
10437,18273,18251,68229,10437
2863,2891,2890,14947,19155
21827,2890,2891,2863,21171
17035,21539,20471,46827,17571
2891,2296,30117,47568,19482
29752,29459,73208,32250,28986
29089,8242,29115,73139,17570
21606,30529,17563,2279,66892
2643,2726,12317,88379,31537
30018,66667,36035,69513,48001
49821,2912,49821,40317,33901
21606,2108,31273,86557,86580
2560,41140,33943,48923,11062
21606,2296,22070,34998,86489
79942,34834,51008,26675,84274
26728,32698,20558,62994,73674
16021,20274,20937,32717,20283
10222,21827,19155,22242,50127
2792,2863,17990,18502,21171
68592,18313,18820,20533,32398
28986,19125,28800,77084,62857
21926,1457,31095,2212,86489
2221,2034,87521,86489,2135
20794,43790,20519,26243,18646
29853,75308,34159,59162,21878
49941,21539,40390,31326,45967
20181,19862,33938,87702,33226
2631,42568,18116,34997,2846
38713,26230,26243,18505,18986
15379,18002,20319,23986,19113
35041,13871,86489,86557,86580
46374,17582,14228,39349,17997
67885,60315,12839,59853,2139
29200,32999,54233,51350,48868
49520,29578,14249,23355,29158
17892,34885,48075,30888,21634
31153,14287,20660,34567,17365
8493,18404,9041,29745,9789
13883,37092,2194,18861,23355
8960,19626,19182,33987,56754
20597,32257,22454,48711,22325
14873,40301,86489,25432,86557
71956,20053,33229,19851,71722
31138,30130,2676,2677,63556
14670,37215,2221,14628,12785
24227,9431,19182,13865,53516
49520,34159,20745,14249,78275
41989,66534,33496,4016,33938
37223,68560,32543,22394,62333
86489,18970,12798,6962,35430
59951,22454,33229,28986,33612
21836,86489,1465,86557,86580
2158,9859,22652,17596,49951
29748,14411,25995,27107,10868
66783,75319,14103,45846,40087
69148,33226,18094,2487,1622
2301,35519,78854,13429,14842
17979,2137,86489,19373,86557
86563,20707,33918,2435,29076
14430,33218,63199,39004,18276
2829,36299,18243,69148,19588
18243,19588,18764,20115,32255
33943,48923,41140,2047,38748
2116,28696,56754,17414,17511
22264,12188,17716,11853,5495
17356,19342,20540,18404,35978
13213,22761,2118,2897,23355
19891,14995,15026,26784,15264
20447,14460,21370,19014,21384
20562,20600,2171,78854,14842
31784,23342,3311,33256,33504
33252,17757,26866,8721,33477
51003,31883,17424,32699,7799
32749,20433,42894,10238,18764
66534,33496,2639,14857,33827
23659,13863,36576,40438,86526
77091,33247,22454,33572,33612
28937,86489,13870,2122,77933
33496,2639,66534,72184,29750
19125,1826,28800,18956,18270
26330,53534,21974,32679,35011
17971,35979,13795,50127,17769
25995,14411,27107,2168,7012
57254,61629,38301,40070,69911
20447,29115,19014,17570,2872
17424,68194,79516,31210,32699
29200,62501,13182,65038,1641
62616,19125,28800,20511,18270
21434,64632,2232,37975,14767
13588,86489,19173,22377,86557
86580,34616,5686,42895,2304
76048,62852,28986,32792,29047
40619,31128,22374,22136,17789
20115,67502,84665,18764,18243
46066,13990,14918,44724,20563
18869,28815,43524,60417,33551
23355,49520,14601,2220,35913
3577,54358,18508,6389,42114
12672,12441,2108,33065,38909
7240,23746,31324,45196,32679
20695,86792,18271,20064,23355
90385,35645,2110,20383,86489
9940,34162,9897,9955,22262
23342,41091,19173,59951,19114
48747,4395,49951,17124,3850
20937,5627,19865,20283,38550
62872,33504,33256,33218,86299
14321,27123,33313,33027,8254
18466,50695,39031,30651,3113
29750,9514,31318,86797,35519
2857,27827,12729,18439,17473
50695,18466,39031,30651,6375
2831,6854,6721,20447,34077
22166,33204,7260,19851,22325
20937,2311,20283,20896,19865
10822,55367,52318,35604,20484
42055,33218,9590,12865,14430
21732,10268,11014,30229,18271
22687,32679,53534,26330,21974
87975,102004,56553,68939,19696
32503,2415,13883,2311,3654
32503,34645,5025,1094,3324
20064,20695,2323,1776,14700
77933,29898,40269,18841,86489
46239,21240,16031,64360,61840
17676,22595,32811,33897,26738
32651,28774,51200,35787,35310
13740,68723,27810,27152,12956
25995,29688,27107,14411,7012
51200,40390,82737,47366,23071
21925,20963,51533,20184,51000
32250,33492,3449,2871,70298
17417,16698,75749,17484,19164
31463,86489,31057,14918,13990
54671,19354,29629,7529,39965
32910,8081,35703,21720,18971
28774,17569,41720,65569,15869
28700,24344,3915,18054,16505
16475,49951,9859,48747,26243
26515,68242,14633,14872,48677
2951,35622,14867,9431,13865
86489,86501,86557,86580,19826
35469,14516,53869,19826,36575
47508,16473,16868,32286,15039
78110,13789,23640,86489,86557
48001,13969,69367,19354,54671
52974,47752,35510,25313,22801
34984,49927,13069,14524,23355
19861,17511,36753,34374,22672
33218,39004,14430,42764,63199
57254,38301,69911,40070,42023
42452,10734,70295,84386,36404
20573,19196,19951,12045,31347
22377,43836,60170,35518,34633
15105,13789,31463,78110,13127
34334,53057,40420,22625,12281
20447,14460,15537,15108,14899
35503,48814,46160,34471,13663
4093,4139,7541,32486,46607
66534,33496,29076,33827,14857
49520,32503,28783,29158,11121
18861,36377,14468,18271,20362
32503,12672,33078,37931,48229
20519,46610,18646,19104,2914
19461,34323,36914,40601,31238
15310,20709,14874,27008,32083
81596,28774,12192,40753,876
49951,43820,9859,3850,48845
22394,14489,693,32717,15174
20937,20283,18769,19865,20896
20389,22151,18820,20533,28207
13872,86489,86557,86580,18870
15078,37127,32258,18883,13870
35787,24562,20358,19366,19043
48001,46935,67952,14366,69367
41727,41764,49564,51648,47567
20947,20921,66964,86557,20925
19173,21720,7986,31401,27848
67128,14526,34645,45522,39832
21673,29200,38685,13960,36843
27299,26654,49150,27809,83834
78110,18956,1826,18270,75640
68194,53145,30488,66944,36567
68194,67502,87975,36567,56553
20447,14460,21370,19014,14992
51200,40390,17561,19455,35735
19478,20252,48909,44182,41668
19265,42396,7566,34800,19199
33655,32201,23206,73613,32094
17758,33630,21341,22107,44130
13359,26718,14772,19715,37031
18035,25995,3776,18271,7429
6962,9293,12798,59771,86489
22905,29301,33401,71722,28986
33238,19172,33247,19851,18820
16414,2482,9325,22170,37727
29097,20560,20434,71429,20065
13872,56121,70393,25313,38409
2616,33938,19864,19166,20211
22371,19464,22325,34883,28986
21925,43897,66656,6561,19957
22597,22242,68319,50127,17746
28986,29429,76811,60432,41746
49520,14032,14031,13883,2415
16845,16834,19616,11339,19411
8960,35195,8132,35988,20837
20864,2482,35300,20389,43307
20358,19043,19366,24562,78854
7720,11853,12188,13213,11060
18741,17995,17596,3850,2800
20695,24686,68194,49518,20064
33271,73136,17561,40390,10904
20837,34310,20859,36961,29256
16004,32096,13339,18030,22371
62857,32791,34616,86580,2787
20920,34583,34997,42023,20837
32691,20837,34310,37063,20859
100734,88388,21028,20837,72325
76048,89024,32792,20061,2246
53617,20434,8642,20837,32106
26660,9859,48747,49951,16974
49520,21637,20348,19312,20541
31623,24732,1457,54841,18697
17757,33477,26866,33252,19941
21364,29752,33492,73208,32250
34970,70152,40666,32497,34375
13862,16919,27379,12093,14842
31230,13868,15572,19826,23597
29076,86906,22317,53145,68194
378,32505,54420,28774,28215
17746,31309,22454,22242,1003
86489,86557,86580,86501,86905
59963,20837,29552,34310,46066
18404,17356,19342,20540,32503
21341,33630,22107,8304,8885
29865,11339,15728,16330,24650
34970,25906,34800,2126,22906
77933,33612,40269,18841,32143
33496,2639,18082,33256,33218
36213,23939,24227,44782,78854
30693,35139,33448,20837,34310
66783,45846,75319,25313,65329
14854,33046,18702,10225,10239
86489,29483,28207,22151,20389
14424,38514,63708,14766,39038
19114,19120,23986,22442,19123
49520,29158,20745,57254,69911
20597,32257,36469,18658,20434
33943,48923,34253,41140,38748
20344,30229,21221,30133,20999
24344,20704,28986,33612,36469
33218,14430,42055,9590,5238
49520,18251,10437,68229,3818
2237,20947,86557,19871,21028
17847,32213,72334,8243,19739
17744,27072,43703,18174,6757
12188,11853,19244,15836,14031
21376,2807,21017,46491,79516
12093,16919,22140,27379,18037
86489,29035,86557,86580,86501
22595,29743,33256,59383,61210
20605,32691,47561,14782,19128
49520,29578,29158,13176,14249
13883,49518,20513,18202,51351
17884,37151,13861,19078,17459
19308,20115,58307,8945,18764
48837,33943,10616,48923,41140
50435,38370,15572,13393,13868
36692,52020,12946,14056,67098
48001,14366,46935,8710,69367
11853,49518,17716,15775,12188
42949,5865,33938,72029,22037
21572,14527,32503,32106,4142
34043,22672,34374,22163,15762
17647,29089,19749,33478,29399
31105,36096,20579,14321,27123
23775,37893,9510,13943,86489
66783,72553,75319,15035,5576
17488,31571,16871,14050,14900
27810,11740,17100,87975,18769
47752,13693,20837,20513,2305
19851,33612,22325,22454,87065
18251,41911,1956,3818,10437
27244,15345,3914,27217,25161
21099,33958,20937,23016,20283
86501,41737,18276,14788,38909
29115,20447,73139,17570,2872
2611,18659,59854,18821,33504
13359,14772,11966,38457,14365
3108,34966,40420,53057,22625
8711,33027,32353,27123,33350
75876,33938,33445,13036,34159
89724,67502,87975,32010,20115
18357,19341,14228,50993,20513
86489,21691,24732,19173,86557
20947,86557,20921,66964,19114
3816,23525,38927,47752,52974
58737,19864,34159,46261,33938
14456,14714,36381,16444,14773
85171,12798,19409,6962,18204
34159,20937,20443,34544,72248
18010,3897,32679,53534,21974
20709,57254,27008,38301,16675
18636,27123,33313,36096,14321
17671,35470,13165,51438,13340
19864,20581,14253,3793,31599
14031,2239,12188,48015,3750
33229,29478,30369,33572,33088
30359,33229,33504,33572,33088
14702,29076,7529,19969,40755
39364,23216,27422,2612,27347
33229,19851,22454,71956,87065
9859,33237,17124,13172,48747
19001,21691,34159,20937,33341
12349,13057,14746,38617,28897
23158,17921,31280,23186,37148
43820,10072,49951,17596,48747
31230,13868,3454,23597,50435
18271,36774,27244,15345,27217
16919,27379,13862,60381,12093
6962,34493,59771,22454,86489
34159,55023,20937,21594,53639
22502,32102,33938,32361,17100
49520,14031,13176,14249,4380
19119,19851,19173,12315,19114
33504,33088,79516,33218,33256
26155,47752,52974,19173,19766
22687,32679,72977,3075,21974
33938,58737,17940,22037,46261
44782,14794,49941,7739,14242
18251,41911,2150,59854,34159
10331,33938,34159,34544,19864
17751,20359,34617,33938,34159
34997,36576,23659,17743,9285
77470,17500,34416,34159,46261
48923,18166,32359,48316,16190
50685,18658,28836,28986,33612
19722,20466,41721,24344,33817
34531,28986,36469,18658,41746
36377,18861,12176,14468,18271
14365,14772,13359,1297,26718
18406,16018,19164,20517,55706
17746,34159,20937,68319,72248
54131,7566,47986,6983,20513
32544,62857,17645,42895,70044
33790,19469,21572,22262,34159
27244,15345,27217,14695,18271
81138,21594,34159,20168,20389
31410,43629,18064,35217,48735
18095,36567,67066,20158,68194
31105,27123,14321,33313,36096
20155,3517,11210,33643,19173
35299,33938,34159,46261,20283
17582,20937,33494,21594,34159
53338,17937,15753,42799,39270
33918,33938,34159,18407,20283
17845,32405,34159,78275,20937
50321,82476,21769,15339,18595
38853,20048,24401,71777,32124
48015,66946,9292,67920,8930
86563,17033,19213,17577,19542
73002,58667,65057,3172,25313
34867,24227,19182,58667,34510
42092,20937,2808,34159,72248
18757,26793,19164,19653,17484
7539,10584,36914,19047,28846
17892,53516,16137,19182,24227
20600,24227,9513,20341,20110
31410,54420,81965,28215,55404
19173,19851,22325,22454,87065
19173,32795,19851,71721,5490
29748,25995,14411,27107,26616
30229,82244,29436,29701,29017
26188,17892,48075,30888,16137
31957,5771,19851,22454,22325
13695,18113,15945,22884,31099
66534,41989,33938,18407,75690
9119,9002,59283,4408,48549
29472,29089,33288,19851,20434
14026,34946,34159,36057,39519
32717,71638,2886,11787,33764
27422,17611,39364,87327,10798
21576,16509,24227,18418,15216
19718,11047,68038,27957,86489
32743,14694,33256,28986,33218
71719,19851,31324,22454,22325
28990,30145,22309,19173,2600
33938,20211,1622,2430,32423
19851,22454,22325,33612,87065
8172,27123,36096,14321,33350
21594,54991,18121,34159,61430
49520,20745,14249,30022,30112
13695,15945,22884,18113,33955
16732,35883,2858,32806,28986
13979,17577,20906,55699,53839
20064,20211,33938,19958,22037
84894,14857,66534,33827,2761
64547,15728,74794,87809,87841
19874,28986,2563,33443,73208
70656,40244,21287,52625,6817
20433,42894,10238,18243,32749
63036,29798,22454,22325,19851
89724,32010,29076,86563,12811
20837,34310,19706,20859,2079
19739,18282,19353,33938,30488
37965,32278,9997,10297,22107
18144,18969,29743,22599,32254
29554,87065,17389,19851,22454
20850,20837,35106,38372,47508
59951,2764,58667,2959,73002
20433,19166,21594,17803,19654
23452,34800,34970,19918,33958
19173,86489,29035,86557,86580
20283,20274,76001,34159,43286
4306,14968,12210,12176,12162
21637,41101,19051,9505,15519
18120,19739,33504,13032,66235
17100,63906,34159,34544,34566
22713,32784,34374,34043,20004
18820,20533,22151,20389,22454
20389,22151,20018,43831,46261
32065,21718,34159,17655,33938
20837,33907,33681,34310,25694
18407,14456,76019,35017,75690
27123,33313,36096,33027,20579
63708,20204,18911,14424,17880
20447,33938,34077,34159,2831
22037,75876,34544,33938,34159
42023,20920,19818,68597,22878
44398,22454,34003,2245,22309
17909,19173,22454,22325,19851
16447,18939,34159,18600,34940
48015,18400,36399,67922,58361
31596,11296,11299,11461,23637
30359,31742,13607,16236,15051
43703,33938,19864,34159,18174
32087,28986,36469,77861,18658
19258,34159,20283,20937,78275
86489,86557,86580,86501,21280
22309,33161,34159,20937,34544
35601,12202,63036,19655,19865
34159,20937,34544,35352,72248
25647,28986,20707,60432,62857
11787,33764,16999,11816,20055
24227,35117,11636,25313,19182
20443,19173,21691,31463,19421
34374,18665,18338,22672,17263
48226,20498,34159,12249,20937
35589,22309,19173,20890,53659
33238,19172,22374,30345,32093
